,0
0,0.34253534436741545
1,0.27961532317462323
2,0.2630025904993349
3,0.2544850173178874
4,0.24881573908567148
5,0.24473520905377122
6,0.24189514105145593
7,0.23943351893574058
8,0.23727566895642432
9,0.23551212009181668
10,0.23394148257999406
11,0.23256963439288686
12,0.23094189409613375
13,0.2298568801539084
14,0.22891206187359048
15,0.22762094567574903
16,0.2268383966167752
17,0.22568248149052972
18,0.22497894031018006
19,0.2241794091425587
20,0.2235557399206728
21,0.22279096287838174
22,0.22188158435259941
23,0.2213430728000119
24,0.22072399517494162
25,0.2199934826057069
26,0.21968684920611178
27,0.21898375356052038
28,0.218424573950865
29,0.21781164836072567
30,0.2171796504737728
31,0.21668116969828807
32,0.2161733619326735
33,0.21594071210696386
34,0.2152512955925758
35,0.2148797858654398
36,0.2143558533909843
37,0.21395239444333083
38,0.21352159698038556
39,0.2130249666794988
40,0.21245842031194054
41,0.21204492021417973
42,0.21165123833852445
43,0.21128880529365246
44,0.2107175289822806
45,0.21037557600428633
46,0.20990267926860035
47,0.2095802329594912
48,0.20912192855066922
49,0.2085325404843429
50,0.20838247724185063
51,0.20788285095791062
52,0.2073544014569019
53,0.20674769233471288
54,0.20647024833518504
55,0.20639061969399125
56,0.20560544252840965
57,0.20528511916306655
58,0.20501486463688323
59,0.20479165133040486
60,0.2042464588542084
61,0.20376665174750141
62,0.20344414435710861
63,0.203026958029663
64,0.20263235336019447
65,0.20228886093345158
66,0.2015087137564964
67,0.20162532713837011
68,0.20092285763453274
69,0.2005883255461469
70,0.20024450737404345
71,0.20009465152899486
72,0.1996260303894085
73,0.19935112000332073
74,0.19855341488715939
75,0.19845744719596253
76,0.19802931378874963
77,0.19751945932549939
78,0.1972209995438909
79,0.19691361314051273
80,0.19664811977264782
81,0.19595664696247148
82,0.19563288570059784
83,0.19521998019022496
84,0.19490483318826507
85,0.1945585986372996
86,0.19419434688900383
87,0.1937662521146481
88,0.19336263809061593
89,0.19309840700286982
90,0.1923686404409626
91,0.19233897923720056
92,0.19183867665852236
93,0.1916564052094637
94,0.1911091657309283
95,0.1906679805296404
96,0.19033824629287668
97,0.19008351418852948
98,0.18959709365584462
99,0.1891954991874196
100,0.188841794332181
101,0.18847042309267523
102,0.18789712777650594
103,0.1877329338618821
104,0.18719789097499434
105,0.18675106216545795
106,0.1863821411561741
107,0.18607414898514232
108,0.18566850203957747
109,0.1854400823505854
110,0.18489711076853269
111,0.18465949190656736
112,0.18406980688347857
113,0.18373559408894777
114,0.1833360337491491
115,0.18289198630609899
116,0.18261159567372612
117,0.18211581240101588
118,0.18174119066920189
119,0.18132329866073285
120,0.18101677170218888
121,0.18090711188302283
122,0.1802697343838951
123,0.17997053856227138
124,0.17979570966019107
125,0.17921469499171366
126,0.17890060589602272
127,0.1785061672488114
128,0.17813176440526968
129,0.17782265832116648
130,0.17731497267710145
131,0.17702294525156048
132,0.176644877378649
133,0.1760944351700409
134,0.17588846851323375
135,0.1754510880184605
136,0.17498258212702134
137,0.1745428462467745
138,0.17432903408465122
139,0.17399462876453956
140,0.17369561511444567
141,0.17332496020885796
142,0.17282978679971625
143,0.17275710462516
144,0.1722404823275565
145,0.17182499943780843
146,0.171596387668571
147,0.17122963012858633
148,0.17078597241272103
149,0.1703514380866132
