,0
0,61.15153355752268
1,54.14135123612279
2,51.808414459228516
3,50.56167782919319
4,49.78129771222851
5,49.28306299865387
6,48.863715017995524
7,48.55098449743047
8,48.279758306303705
9,48.03588453603485
10,47.815799109866354
11,47.64315787194565
12,47.52000362717383
13,47.330100169808354
14,47.22061370021241
15,47.122178624691124
16,47.0168471197553
17,46.87180188506912
18,46.81236554017506
19,46.705174170733436
20,46.606909460012226
21,46.55102124878218
22,46.46500342104212
23,46.34752790989789
24,46.288537098234045
25,46.18927736379892
26,46.123697567511314
27,46.04275836239266
28,45.954137218364295
29,45.907626007224145
30,45.83804337796407
31,45.76352716861608
32,45.67416740495515
33,45.59245277182686
34,45.54390913440335
35,45.48110689993077
36,45.40825017093205
37,45.373644182758945
38,45.26929869753089
39,45.199245689986356
40,45.15723462708816
41,45.09186430900328
42,45.011611968489916
43,44.935230792365985
44,44.86942206021841
45,44.805148400067345
46,44.76558357256778
47,44.715472457729675
48,44.62193844282749
49,44.58539418026184
50,44.50113605646333
51,44.445724061115065
52,44.34489708036818
53,44.28977237884497
54,44.225087976943406
55,44.122882969073665
56,44.05929958604622
57,44.03259379389153
58,43.90689459379783
59,43.87513331631616
