,0
0,0.44149442255074917
1,0.3526868582897351
2,0.3309932754885766
3,0.31938006897126475
4,0.3108198753170476
5,0.30477204346731834
6,0.29970280782713093
7,0.29556832188794596
8,0.2924911263043443
9,0.2898606061231987
10,0.28671100405048516
11,0.2850850078648793
12,0.2829897508294821
13,0.28115751333446787
14,0.2795613562962279
15,0.27803241156106107
16,0.2766329912713529
17,0.2751274190954483
18,0.27400734536437704
19,0.2725118073443556
20,0.2716206280876575
21,0.27043204361251916
22,0.2692906852433477
23,0.26825288069426406
24,0.2671171633114878
25,0.26610665792419064
26,0.2654892450519475
27,0.26368595204842926
28,0.26310354674031283
29,0.26179864917047185
30,0.26098464649789077
31,0.26010663778082205
32,0.2589257112949688
33,0.25787785591852186
34,0.25727032406371375
35,0.2562490858073126
36,0.25519424028559806
37,0.2543802916370537
38,0.2532362313157081
39,0.25246399587106744
40,0.251145892648318
41,0.2505014213190409
42,0.24954673759258234
43,0.24854216008886026
44,0.2479767182696813
45,0.2471163649196985
46,0.24637377913968006
47,0.24563640618680688
48,0.2450753061392474
49,0.24408807759675147
50,0.24314365938692745
51,0.24271088300447216
52,0.24140399939473645
53,0.2404619614900706
54,0.24029146228645093
55,0.2392996707059191
56,0.23864504948176332
57,0.2380564337893793
58,0.2372669336319345
59,0.2368591239398901
60,0.23588924696134075
61,0.2353342734482418
62,0.23493414566237378
63,0.23440018461549686
64,0.23385469856973148
65,0.2329896933140481
66,0.2327774677756825
67,0.2317028744871648
68,0.231124888199882
69,0.2306041506497903
70,0.23011952979793518
71,0.22954184314005963
72,0.22947854803688972
73,0.22856276426654834
74,0.22840764246335843
75,0.22750638426522585
76,0.22700988728169097
77,0.22701922232573846
78,0.22650785325644618
79,0.22538811180602839
80,0.2251007747781455
81,0.22492186471901945
82,0.2238283659955069
83,0.22392878473320876
84,0.22341442065948017
85,0.22257306680587405
86,0.22213071909455406
87,0.22238214840390005
88,0.22184368835529128
89,0.22112095586949684
90,0.2210869335288799
91,0.22082934916066335
92,0.2204593903056099
93,0.22067420421436393
94,0.2196036999990957
95,0.21972224472733953
96,0.21875547049647706
97,0.21825732309503126
98,0.2182531028423227
99,0.21776422547553112
100,0.217341404229426
101,0.21719197312224858
102,0.21665641708837355
103,0.21596686546723737
104,0.21654466322141777
105,0.21597749955020112
106,0.2154230979204553
107,0.21508380943025593
108,0.21482297330274064
109,0.21446933781978747
110,0.21452955209908758
111,0.2142826727321071
112,0.21361627984853546
113,0.21347161413505264
114,0.21308657602003295
115,0.21279968178291006
116,0.21233544386718145
117,0.21198409785209538
118,0.21153082819926655
119,0.21131709096095957
120,0.21180663687520662
121,0.21097314145553778
122,0.210590975255032
123,0.21073330189654624
124,0.2099827208404556
125,0.21001170777270964
126,0.20976311504184308
127,0.20920903705218755
128,0.2097576478280766
129,0.20911232387334883
130,0.20848371424982626
131,0.20865518316614826
132,0.20801386198455382
133,0.20797279568566382
134,0.20805493960879526
135,0.20725889561403277
136,0.20739028698388842
137,0.2070415601849462
138,0.20694338247168262
139,0.20683899813754458
140,0.2060780574448178
141,0.20593279036220652
142,0.20589387761524208
143,0.20597662879293308
144,0.20579553845123827
145,0.2052856863459483
146,0.20451136976832204
147,0.20456853739911415
148,0.20432602239583628
149,0.20463954253425568
150,0.20370469329677915
151,0.2036880463432084
152,0.20369063928594372
153,0.20362337316986523
154,0.2025746816987601
155,0.20308633768868015
156,0.2022165178103676
157,0.20167443802232915
158,0.20194841450026052
159,0.20185544869967278
160,0.2010772706461553
161,0.2012438537988205
162,0.20105468598432563
163,0.20134760569531931
164,0.20058812718050018
165,0.20030451709599498
166,0.20013080384907622
167,0.2001708392947795
168,0.20009031978580166
169,0.19973340904872122
170,0.19926324096324405
171,0.1985629287458235
172,0.19945186725945852
173,0.19885541387283362
174,0.19832752300331108
175,0.19844889882321812
176,0.19860663545778845
177,0.19790178410749937
178,0.1973377411685339
179,0.1972634594896288
180,0.1970699005456162
181,0.19736502525329966
182,0.1970498565962519
183,0.1962267448473502
184,0.19662025194530128
185,0.19545620401997346
186,0.19531970048494737
187,0.1958463184013787
188,0.1959562457681734
189,0.19547059980787507
190,0.19443262535507147
191,0.19418846082490415
192,0.19445644314367877
193,0.19498580663716297
194,0.19486974003885227
195,0.19369661822082676
196,0.1940299870693993
197,0.1933783663013242
198,0.19368706142968029
199,0.19258662299740323
