,0
0,0.4907015393935818
1,0.41993390960453253
2,0.3827110725674078
3,0.36799042948018273
4,0.3590966279257197
5,0.35072668355154674
6,0.3415344086901397
7,0.33308985020399656
8,0.32626803443246144
9,0.32108174868215267
10,0.31698164311006816
11,0.31322714754392744
12,0.3099356066233337
13,0.30683361306892054
14,0.30393474330403125
15,0.3009612170098618
16,0.2981285512634941
17,0.2953457090443837
18,0.2927964339333196
19,0.29027898561569954
20,0.28814039295531935
21,0.2860399322609185
22,0.2842183624732035
23,0.2822820480230003
24,0.280711603389773
25,0.27928783872951024
26,0.2779847590309911
27,0.27652602550741445
28,0.27514487725369674
29,0.27402316222596035
30,0.2731139824486079
31,0.27192594053518293
32,0.27064577781431887
33,0.2696741567785397
34,0.2688909104074858
35,0.26804821072461377
36,0.2670655351492666
37,0.2663439221850162
38,0.2653628850925822
39,0.26475900086851967
40,0.2638689416140482
41,0.2633627327781883
42,0.2626946655363665
43,0.2619741327363051
44,0.26133424715438663
45,0.2606283853857842
46,0.26015385008768055
47,0.2594627121670053
48,0.2588976417161835
49,0.2584882809551188
50,0.25793283253931604
51,0.25751962913105003
52,0.2569827553702564
53,0.2564321083290009
54,0.25591848406099504
55,0.25535187194377396
56,0.25470784047426526
57,0.25449368872340505
58,0.25390208771058087
59,0.2535851254625455
60,0.2531474788624128
61,0.25285980885043846
62,0.25247634784336825
63,0.25232440214472246
64,0.2517486428131183
65,0.25129176798202596
66,0.2509603964400798
67,0.2505266345410156
68,0.2501276859282322
69,0.25000742295893225
