,0
0,0.2297380836013731
1,0.22428104963760315
2,0.22250087311847486
3,0.22152031499696095
4,0.22066009090370686
5,0.2200265435676327
6,0.21945442011935987
7,0.21909584668937582
8,0.2188643150963622
9,0.21838703335363222
10,0.2181802100430878
11,0.2178845010246469
12,0.21762669697274944
13,0.21731078950651606
14,0.217302803574445
15,0.21685811476291023
16,0.21685280004277369
17,0.21647939261819882
18,0.2165395285814039
19,0.21628378600140052
20,0.21609505798805426
21,0.2159541909451751
22,0.21594521495932018
23,0.21561350249615735
24,0.21558654266112812
25,0.2153954673690368
26,0.21536940886081438
27,0.21525576918215192
28,0.21509338485078489
29,0.21499516812016137
30,0.21510029643375417
31,0.21480376481494035
32,0.21464089289553798
33,0.2144704054276086
34,0.21462941846211625
35,0.2142381959196904
36,0.21420964259833075
37,0.21422571647270378
38,0.21385821235827063
39,0.2137693199090935
40,0.21373321703341325
41,0.21376484127189116
42,0.2134955948398959
43,0.213494677896766
44,0.2133977886356771
45,0.21326265312338513
46,0.21329554435917938
47,0.2132966905058509
48,0.21328326444237558
49,0.21294776551325803
50,0.21293135313280542
51,0.21290477105569502
52,0.2125388478712244
53,0.21270803164582286
54,0.21249061160487137
55,0.21237503369664884
56,0.21263065199088524
57,0.2127020207800141
58,0.21237687823999407
59,0.21255010569264438
60,0.21242218270581317
61,0.2123805899891114
62,0.21242155206194083
63,0.21241747288371896
64,0.21223977146000492
65,0.2122251650276004
66,0.21207683947872308
67,0.2120264803772363
68,0.21194689088361082
69,0.21190202389759497
70,0.21174674292983828
71,0.2118318592184271
72,0.21181696801088065
73,0.21162585679655652
74,0.21163614666386912
75,0.2115268496243997
76,0.21150767950914115
77,0.21136665517752984
78,0.2111626196854889
79,0.21117776200867
80,0.21114275955619258
81,0.21129482898957894
82,0.21096354218846133
83,0.21107295416969657
84,0.21092741306282045
85,0.21088713072211043
86,0.21074980614599892
87,0.21087109089413558
88,0.21073574357666808
89,0.21056260949368555
90,0.21060280151295907
91,0.21058841112980592
92,0.21046063465738185
93,0.21038811990916495
94,0.21015410685661176
95,0.21036059606928792
96,0.2102126605767701
97,0.21027963618468712
98,0.21022173381292567
99,0.2100317079447837
