,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Pale_Skin,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.61877024278792,95.6288131763288,95.62379170955836,95.63885610986969,95.64136684325491,95.66898491049236,95.66647417710713,95.76439277913079,95.78447864621256,95.834693313917,95.86733284792489,95.93763338271108,95.87737578146577,95.90750458208842,95.98282658364508,95.99789098395641,95.97780511687463,95.99538025057119,96.03304125134952,96.05061638504607,96.06065931858696,96.0204875844234,96.22887845539682,96.04810565166085,96.07572371889829,96.34939365788748,96.08576665243918,96.21130332170027,96.25649652263427,96.05312711843129,96.28662532325693,96.17364232092194,96.32428632403526,96.30168972356826
Pointy_Nose,72.0781340229481,72.11830575711166,72.14090235757865,72.17354189158654,72.36686836224861,72.2965678274624,72.26392829345451,72.4924050315097,72.70581736925355,72.4798513645836,72.68573150217179,72.80122523789198,73.0673629767255,73.25817871400236,73.23307138015014,72.8489291722112,73.29332898139546,73.25064651384669,73.21549624645358,73.53938085314721,74.03650606342113,73.24562504707625,73.38622611664867,73.09498104396295,73.31341484847724,73.78543272489894,73.378693916493,73.25315724723191,73.22804991337969,73.74275025735017,73.42890858419744,73.5619774536142,73.9185015943157,73.33098998217379,73.70508925657184,73.13766351151172,73.60465992116298,73.5845740540812,74.01642019633935,74.0214416631098,73.57453112054031,73.49920911898366,73.53184865299154,74.0440382635768,74.42566973813051,73.59963845439253,74.23736473423887,73.84820105952949,74.66167867634135,74.14948906575611
Receding_Hairline,91.9455673002084,91.9455673002084,92.01837856837983,91.95561023374928,91.97569610083106,91.96565316729017,91.9581209671345,91.98573903437195,91.93301363328229,91.96314243390495,92.00582490145372,92.01586783499461,92.01335710160939,92.03595370207637,92.12131863717391,92.12885083732958,92.23179090612368,92.18408697180446,92.30711290768033,92.36988124231088,92.28702704059856,92.29455924075423,92.45022471063798,92.40754224308921,92.58831504682517,92.68874438223405,92.77913078410204,92.57576137989906,92.73895904993849,92.70883024931582,92.82181325165081,92.95739285445279,93.01011825554244,93.01011825554244,93.00007532200155,92.7515127168646,93.15825152527053,93.01011825554244,93.10803685756609,93.03522558939466,93.06033292324688,93.44698586457105,93.32395992869517,93.1657837254262,93.0854402570991,93.35157799593262,93.39174973009617,93.37668532978483,93.18084812573753,93.39928193025183
Rosy_Cheeks,93.31391699515429,93.32898139546562,93.35659946270306,93.42187853071883,93.55494740013557,93.62273720153657,93.55996886690602,93.63529086846268,93.74576313741244,93.92904667453364,93.96670767531195,93.66290893570012,93.87381054005876,94.07717994426172,94.1098194782696,93.9842828090085,94.2127595470637,94.3156996158578,94.16505561274448,94.47387581912676,94.44374701850411,94.28808154862035,94.40608601772578,94.51906902006075,94.48140801928243,94.05960481056516,94.42617188480756,94.63205202239574,94.41361821788145,94.64209495593663,94.48140801928243,94.64209495593663,94.4663436189711,94.57179442115041,94.57681588792086,94.25795274799769,94.40357528434056,94.66720228978885,94.43370408496322,94.78018529212383,94.13994827889226,94.42617188480756,94.15250194581837,94.50651535313465,94.6044339551583,94.88312536091793,94.61698762208441,94.96597956263024,94.90823269477015,94.76261015842728
Sideburns,94.30063521554646,94.85299656029527,95.64387757664014,95.74932837881946,95.9049938487032,96.16108865399583,96.17113158753672,96.25398578924904,96.14351352029928,96.44982299329634,96.18117452107761,96.45484446006678,96.59042406286876,96.434758592985,96.52263426146777,96.17113158753672,96.29666825679782,96.41718345928845,96.54523086193477,96.5376986617791,96.65068166411409,96.67076753119586,96.525144994853,96.82141153430918,96.71847146551508,96.67578899796631,96.76868613321952,96.84902960154662,96.59795626302443,96.83898666800573,96.58791332948354,96.81387933415351,96.8239222676944,96.86158326847271,96.60046699640965,96.79128273368651,96.86911546862838,96.78626126691607,96.8465188681614,96.70842853197419,96.79379346707174,96.81387933415351,96.83145446785007,96.7787290667604,96.92435160310326,96.73604659921163,96.94694820357026,96.83898666800573,96.74860026613774,96.84902960154662
Smiling,86.71570965879133,89.52270958346934,89.96962012603882,90.5772176052625,90.99902081397977,90.51696000401718,91.65181149413743,91.56644655903989,91.7396871626202,91.83007356448819,91.79241256370986,92.04850736900248,92.03344296869115,91.66436516106354,92.13387230410002,92.18408697180446,92.26191970674634,92.10374350347736,92.18659770518968,92.45022471063798,92.46528911094931,92.20919430565668,92.01335710160939,92.21421577242712,92.71134098270105,92.72389464962716,92.40252077631877,92.52805744557985,92.31966657460644,92.63601898114439,92.50043937834242,92.47031057771976,92.33975244168822,92.42009591001532,92.61342238067739,92.8444098521178,91.91543849958573,92.61844384744784,92.58329358005473,92.85194205227347,92.39247784277788,92.68121218207838,92.26191970674634,92.6033794471365,92.86449571919958,92.74649125009415,92.2117050390419,92.18408697180446,92.79419518441337,92.8544527856587
Straight_Hair,79.04039770016821,79.07052650079088,79.61786637876924,79.90408998468453,80.5568806648422,80.61964899947274,81.03894147480479,81.53857741846393,81.73190388912602,81.36031534811319,82.05076702904918,81.89761229255065,82.07085289613096,81.90012302593587,82.01310602827085,82.01310602827085,82.13864269753195,82.87679831278716,83.13540385146501,82.26920083356349,83.7655979311557,83.13038238469457,83.26345125411133,83.58733586080494,83.58482512741972,83.2483868538,83.59486806096061,83.78317306485225,83.97901026889954,82.99229204850737,83.61244319465716,83.43920259107685,83.60240026111627,83.15297898516157,83.203193652866,83.08267845037535,83.54716412664139,84.2376158075774,83.4793743252404,82.97722764819603,84.08446107107886,83.48439579201084,83.871048733335,83.81079113208969,83.65763639559115,84.43094227823947,83.94386000150644,84.35562027668281,83.67270079590249,83.48188505862562
Wavy_Hair,72.69075296894223,79.37934670717317,81.9151874262472,82.61066057395365,83.44171332446207,83.77564086469658,84.47613547917346,84.59665068166412,84.62677948228678,85.08373295839715,84.85274548695674,85.35740289738632,85.00087875668483,84.92304602174295,85.14901202641292,85.55826156820407,85.20926962765824,85.1239046925607,85.52813276758141,85.5607723015893,85.32225262999322,85.60596550252329,85.23939842828091,85.03100755730749,85.10381882547892,85.09126515855282,85.6185191694494,85.4126390318612,85.30467749629666,85.53566496773708,85.37497803108288,85.53315423435185,85.23186622812524,85.58587963544151,85.80682417334103,85.75409877225137,85.40510683170554,85.51808983404052,85.52311130081097,85.54068643450752,84.95317482236561,85.47038589972131,85.57583670190063,85.39757463154987,85.72899143839916,85.17914082703558,85.45030003263953,85.67124457053906,85.61349770267896,85.54570790127796
Wearing_Earrings,80.96613020663335,81.38793341535063,81.85241909161667,83.31617665520099,83.44673479123252,84.9858143563735,85.12139395917548,85.93236084260212,86.60523738984158,86.8964824625273,87.05968013256673,87.28564613723668,87.21534560245047,87.82545381505938,88.35270782595596,88.3225790253333,87.91584021692736,88.52343769615105,88.9552838384092,88.78706470159933,88.74689296743578,88.67157096587913,89.0130307062693,88.86489743654121,89.35449044665947,89.2314645107836,89.85663712370383,89.76876145522107,89.51266664992845,89.28167917848803,89.69846092043485,89.552838384092,89.70850385397574,89.93195912526049,89.99472745989104,90.35627306736298,90.01481332697281,90.3813804012152,90.10771046222601,90.69522207436792,90.38891260137086,90.30856913304376,90.32363353335509,90.60232493911471,90.70024354113836,90.77556554269502,90.73790454191669,90.26588666549499,90.26839739888021,90.77556554269502
Wearing_Hat,95.22960656807854,95.22960656807854,95.23211730146376,95.77192497928645,96.86911546862838,97.87340882271711,98.16214316201763,98.40568430038414,98.50611363579301,98.55381757011223,98.76974064124131,98.76471917447087,98.7571869743152,98.86263777649451,98.81744457556051,98.83501970925707,98.84255190941273,98.8852343769615,98.80991237540485,98.88021291019106,98.90280951065806,98.85259484295362,98.7797835747822,98.99068517914083,98.94298124482161,99.00323884606694,98.96306711190338,98.9078309774285,98.91034171081373,98.92038464435461,98.98064224559994,99.01328177960782,98.9530241783625,98.97059931205905,98.99319591252605,98.9881744457556,99.04089984684526,99.00826031283738,99.00323884606694,99.04843204700093,99.0107710462226,99.04592131361571,99.01830324637827,99.0559642471566,99.03085691330438,99.04089984684526,99.03838911346004,99.03085691330438,99.05345351377137,99.07353938085315
Wearing_Lipstick,92.13387230410002,92.73644831655326,92.75904491702026,93.02016118908332,93.02769338923899,92.82934545180647,92.98250018830501,92.85947425242914,93.25617012729418,93.29383112807251,93.00760752215722,93.17331592558186,93.31140626176906,93.28378819453162,93.42438926410405,93.18335885912275,93.31893846192473,93.43192146425972,93.39928193025183,93.1657837254262,93.34153506239173,93.37919606317006,93.43443219764494,92.94483918752668,93.37166386301439,93.36664239624395,93.52481859951291,93.26621306083507,93.27876672776118,93.45200733134149,93.31391699515429,93.37919606317006,93.35408872931784,93.35157799593262,93.6603982023149,93.24863792713852,93.27374526099074,93.38923899671094,93.27876672776118,93.37919606317006,93.14569785834442,93.31140626176906,92.95739285445279,93.15071932511486,93.5348615330538,93.37166386301439,93.08292952371387,93.4896683321198,93.33149212885084,93.41685706394838
Wearing_Necklace,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.64970247809386,87.65221321147908,87.64970247809386,87.64719174470864,87.67229907856085,87.64970247809386,87.64217027793819,87.64970247809386,87.67480981194608,87.6547239448643,87.65221321147908,87.66727761179041,87.67229907856085,87.65221321147908,87.67229907856085,87.65974541163474,87.68485274548695,87.6898742122574,87.66978834517563,87.68234201210173,87.65221321147908,87.69740641241306,87.6898742122574,87.67229907856085,87.6773205453313,87.7601747470436,87.68485274548695,87.6773205453313,87.66727761179041,87.71247081272439
Wearing_Necktie,92.76155565040548,92.79168445102815,93.16076225865575,93.38672826332572,93.61269426799568,93.96168620854151,94.25795274799769,94.57932662130608,94.8228677596726,95.05887669788345,95.26726756885687,95.17437043360366,95.60872730924703,95.7317532451229,95.60370584247659,95.78447864621256,95.93010118255542,95.98784805041552,95.92256898239975,96.16108865399583,96.10836325290617,96.35692585804314,96.23641065555249,96.26402872278993,96.24143212232293,96.17364232092194,96.41216199251801,96.41718345928845,96.19372818800372,96.39709759220668,96.24645358909338,96.5376986617791,96.38956539205101,96.43978005975545,96.2841145898717,96.41216199251801,96.40714052574756,96.55527379547566,96.59293479625399,96.43726932637023,96.68834266489242,96.54020939516433,96.46237666022245,96.55778452886088,96.55778452886088,96.61050992995054,96.60046699640965,96.47241959376333,96.50505912777122,96.41969419267367
Young,80.69246026764418,84.53137161364835,85.95997890983956,86.77596726003665,87.1375128675086,87.26053880338446,87.36598960556378,87.35343593863767,87.84805041552637,87.91081875015692,88.1744457556052,88.5410128298476,88.36024002611163,88.44309422782395,88.69667829973135,88.51590549599538,88.87996183685254,88.87242963669688,88.86238670315599,89.05069170704763,89.00800923949886,89.04315950689197,89.13605664214516,89.10090637475207,89.1034171081373,89.21891084385749,89.16116397599738,89.18376057646438,89.20384644354615,89.3921514474378,89.35700118004469,89.47500564915012,89.38712998066735,89.40972658113435,89.34946897988902,89.24150744432448,89.37959778051169,89.14861030907127,89.14861030907127,89.17873910969394,89.29172211202892,89.11346004167818,89.37959778051169,89.45240904868312,89.27665771171759,88.82723643576288,89.34444751311858,89.62816038564864,89.49007004946145,89.26410404479148
