,0
0,0.5365509847487052
1,0.4448467560171142
2,0.4298899287313927
3,0.40927649267076505
4,0.3878784677644414
5,0.37661870243981127
6,0.37003686822305515
7,0.36526160906618976
8,0.3605963767982843
9,0.35662511512050477
10,0.3525395916202876
11,0.348024492517231
12,0.34339591025367494
13,0.33876072679917646
14,0.33430577934257627
15,0.3305756294821191
16,0.3272326988498057
17,0.3242800055995701
18,0.32172950726794447
19,0.319318734895526
20,0.3172298411215384
21,0.31514497967216915
22,0.31346887993061634
23,0.3118308123171799
24,0.31008328222852993
25,0.3085217365599054
26,0.30696942829710294
27,0.30523250271954877
28,0.3039025615519426
29,0.302254854506395
30,0.3010113398390492
31,0.2993050765334152
32,0.29793477959520237
33,0.2963760027735252
34,0.295038806124935
35,0.29368932777502404
36,0.2925312919410195
37,0.29118115127555966
38,0.2898488436158248
39,0.2888270331180002
40,0.2875752965296347
41,0.286673055999861
42,0.28559960920041
43,0.2844743872721364
44,0.2835799960170205
45,0.28274101460073875
46,0.2815825603139682
47,0.2807503312591493
48,0.2801183693521605
49,0.2791869622515881
50,0.2786264296122423
51,0.2778373323556945
52,0.27713471158282965
53,0.2763626595181743
54,0.2758314492664938
55,0.2750925154197873
56,0.2744968140688468
57,0.27385482276518514
58,0.27325283518926363
59,0.27266283016505205
60,0.27209070845851746
61,0.27159394110281637
62,0.2711235400963956
63,0.2706941010445122
64,0.27005622964205706
65,0.26958316099925306
66,0.26914122273602825
67,0.26864674025633206
68,0.2683880503252735
69,0.26777431960180986
