,0
0,0.37543342596053325
1,0.30612233445271086
2,0.28333359987223644
3,0.270650466087763
4,0.2627454576508254
5,0.25726804329502967
6,0.2532558617725042
7,0.25004319437463673
8,0.24735561296941724
9,0.24507422280958746
10,0.24300581522807654
11,0.24127901184286873
12,0.23968537392154818
13,0.23829313828943285
14,0.23718335647736827
15,0.23601097250716316
16,0.23502719955684442
17,0.23377673323233233
18,0.23307238740774705
19,0.23218098521982938
20,0.23136190795738992
21,0.23055912044271534
22,0.22977933625270774
23,0.22895960421847322
24,0.22845822094370305
25,0.22769845880269066
26,0.22720135166877653
27,0.22652395173942452
28,0.22588205914343557
29,0.2253997140658549
30,0.22495651514768414
31,0.22438969371076833
32,0.22381652446125175
33,0.22343902174972533
34,0.22298039309533912
35,0.22246560537608753
36,0.2219845045630525
37,0.22175690899863193
38,0.22120864819486155
39,0.22087708510675363
40,0.22036458034856782
41,0.22007043310312846
42,0.21970085648454896
43,0.21924632756049758
44,0.2189358445507255
45,0.21848007783375792
46,0.21832764013886546
47,0.21811130083657737
48,0.2176871698475747
49,0.21723910417029654
50,0.21698341042061287
51,0.21669293631726977
52,0.2160249140837547
53,0.21602329507434959
54,0.21569733365045393
55,0.21517372682374072
56,0.214829992077934
57,0.21466207479652133
58,0.2140731268352078
59,0.21398786926110086
60,0.21350431305090337
61,0.21338144161633674
62,0.21304188665210685
63,0.21308705370131673
64,0.2126374575188552
65,0.2122978277908921
66,0.2119616159625545
67,0.2118519257481505
68,0.2113469123816884
69,0.21117850943497088
70,0.21087471340042133
71,0.2105418879342398
72,0.21035946574997094
73,0.2100322250303183
74,0.20979430264464333
75,0.20951856603592423
76,0.20925238598387227
77,0.20886360828703918
78,0.20855474991417605
79,0.20834477073465343
80,0.2081569961376963
81,0.20801045413236746
82,0.2074527471999687
83,0.20723299094769637
84,0.20694636062877933
85,0.2067368083423184
86,0.2062276805084958
87,0.2062282977753226
88,0.20594820096490893
89,0.20558941519044685
90,0.20555804300552086
91,0.2052314204202685
92,0.2049160179638844
93,0.20479575486562085
94,0.20429818985220205
95,0.20422932987462622
96,0.2038338949579971
97,0.20359172265797876
98,0.20346113932732987
99,0.2031289879540399
100,0.20287157936325043
101,0.20266096999709013
102,0.20217416290689133
103,0.201938726494483
104,0.20175550215643845
105,0.20148320234637856
106,0.20130744665556308
107,0.20085493168617027
108,0.20080003918483444
109,0.20041763284232653
110,0.2000990158267888
111,0.1999759375580083
112,0.199712601681566
113,0.1993797787712091
114,0.1989416596366138
115,0.19893115952341317
116,0.19870602915739094
117,0.19816282985953249
118,0.1980109761940223
119,0.19776430340332837
120,0.1974686629583665
121,0.19720407826847958
122,0.1970421023297554
123,0.19676865673646693
124,0.19667653578834024
125,0.1962465739433077
126,0.1959713825810903
127,0.19549128061481388
128,0.19545475049435296
129,0.1950658566833574
130,0.19465269906890384
131,0.19463591143946118
132,0.19410059849030384
133,0.19412886425794157
134,0.19381440082091594
135,0.19345886827124845
136,0.19318213000201878
137,0.19296217106581673
138,0.1926513186221419
139,0.19231901504832116
140,0.19212422851124306
141,0.19196253249393871
142,0.19158318112395487
143,0.1912420359678291
144,0.191136384202588
145,0.19079264717060782
146,0.19045857823711038
147,0.19023159105275017
148,0.1899903273601217
149,0.1897782416886743
