,0
0,0.48947539873989804
1,0.41276478160093566
2,0.3773891515238467
3,0.36441079752826017
4,0.35543298144494334
5,0.3464981224431849
6,0.33670935670190866
7,0.3283107202180627
8,0.3218639780225761
9,0.31685254277909114
10,0.312854321311535
11,0.30903755640720965
12,0.3054914785641371
13,0.30210085631729955
14,0.2989303088863472
15,0.2955831562459797
16,0.29256517764248313
17,0.28962594244913453
18,0.2871199348937049
19,0.28453799170082145
20,0.28248303354865073
21,0.2802785202614629
22,0.2785625319889828
23,0.27653044931162635
24,0.27494197661814773
25,0.27348538583699966
26,0.272098831791375
27,0.2706165657232916
28,0.2692242760671395
29,0.26810153137033704
30,0.2670445165748581
31,0.266029546666014
32,0.26471177777561217
33,0.26377906368343407
34,0.2629482103416434
35,0.262152521712024
36,0.2611416554024236
37,0.26049535957778375
38,0.2595037155081961
39,0.2588051860019225
40,0.2580019877849837
41,0.257463177178058
42,0.2568357996964999
43,0.25607467084583757
44,0.25549761909935814
45,0.254760883871633
46,0.2544273680983145
47,0.2536954014414788
48,0.2532181263814096
49,0.25272836753648625
