,0
0,0.4020611186033152
1,0.3307203401321039
2,0.3137143884781445
3,0.30372574681660064
4,0.29718283408277857
5,0.292165461097043
6,0.28837269425649975
7,0.2852954806959915
8,0.2825947401915485
9,0.28053667639190644
10,0.2784049377179361
11,0.2766981423604315
12,0.27448633476078066
13,0.2729869079704693
14,0.271738689977308
15,0.26996346569839447
16,0.26858720378499773
17,0.2669010073169216
18,0.2658543199523434
19,0.2645229237008367
20,0.2637487345741717
21,0.2621406152569024
22,0.26086120289866493
23,0.2599197090832305
24,0.259199101666836
25,0.2579848255480175
26,0.25697037227806313
27,0.25554024145399734
28,0.2547787341999342
29,0.2535078350924808
30,0.2524654600231656
31,0.25159435403122005
32,0.2505211195536031
33,0.24930615384443697
34,0.24846285746245697
35,0.24765538343096924
36,0.24660304435420777
37,0.24598489413451735
38,0.24451053028869854
39,0.24407389439493007
40,0.24346556322597115
41,0.24242498076693356
42,0.2411860896525681
43,0.24052185060421968
44,0.2398090275122432
45,0.23900668163070798
46,0.23794550290151792
47,0.2378439931561522
48,0.2371577918119333
49,0.23588175676115564
50,0.23496555053268978
51,0.23467331936028452
52,0.23411560372086523
53,0.23332868601410492
54,0.23278178238887465
55,0.23195191726199857
56,0.2312119097935605
57,0.23043420962400432
58,0.22936888054933222
59,0.2291428621681103
60,0.22841190320274468
61,0.2282235038606285
62,0.22771284921732748
63,0.22707176133492216
64,0.2265759983015398
65,0.2262624647384828
66,0.2254423795724262
67,0.22515997576563554
68,0.22460144030452478
69,0.22371145667426942
70,0.22358545786955672
71,0.2230415461607632
72,0.22219865127220145
73,0.22204968039674455
74,0.22157215883400888
75,0.2201884637842767
76,0.22028378200048168
77,0.21945746291635357
78,0.21964412956339985
79,0.2191217050184849
80,0.21873820439197864
81,0.2183620311229003
82,0.21780368588451696
83,0.21717390932532404
84,0.2163186689213979
85,0.21693678040275693
86,0.2157444432055533
87,0.21601108919552262
88,0.21587546163898166
89,0.21515624765987898
90,0.21411450248837144
91,0.21454719753772594
92,0.21398259945451112
93,0.21293034141123693
94,0.2132161033643403
95,0.21278092138560045
96,0.21278960552217452
97,0.2116568841265732
98,0.2111318994414558
99,0.21156598655693745
