,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
Male,95.09402696527657,96.45986592683721,97.22061814255943,97.53445981571215,97.85583368902056,97.98388109166687,98.0441386929122,98.16716462878807,98.24248663034471,98.18725049586985,98.20984709633684,98.22993296341862,98.29019056466394,98.34291596575359,98.30023349820485,98.32785156544226,98.34291596575359,98.33789449898316,98.4358131010068,98.25001883050041,98.34040523236835,98.46343116824423,98.47849556855556,98.48351703532602,98.52871023626,98.51866730271912,98.52117803610436,98.50109216902256,98.5136458359487,98.41070576715458,98.50360290240779,98.56386050365313,98.53624243641569,98.54879610334179,98.48100630194081,98.573903437194,98.51615656933392,98.50109216902256,98.48602776871124,98.52368876948955,98.506113635793,98.59398930427578,98.53875316980091,98.56386050365313,98.53624243641569,98.56888197042356,98.57641417057924,98.5136458359487,98.49858143563736,98.48602776871124,98.47849556855556,98.47096336839992,98.59147857089056,98.48351703532602,98.49607070225213,98.460920434859,98.46343116824423,98.49104923548168,98.4358131010068,98.43832383439201
Mouth_Slightly_Open,81.0163448743378,84.44098521178036,89.62313891887821,90.32865500012554,91.56142509226945,92.50295011172764,92.5381003791207,92.72138391624192,93.16829445881142,93.28127746114642,93.34404579577696,93.34655652916216,93.41183559717794,93.54239373320948,93.40681413040751,93.45702879811192,93.46205026488238,93.54239373320948,93.695548469708,93.63278013507744,93.60014060106957,93.60767280122525,93.61269426799568,93.85121393959177,93.84117100605087,93.57503326721735,93.80099927188732,93.38923899671093,93.38672826332571,93.66290893570013,93.47711466519371,93.87381054005877,93.5348615330538,93.93155740791886,93.59511913429913,93.50724346581636,93.86376760651787,93.84117100605087,93.86125687313265,93.86627833990309,93.718145070175,93.49468979889024,93.98679354239373,93.50724346581636,93.60767280122525,93.82610660573955,93.77589193803509,93.64784453538877,93.59762986768436,93.76835973787942,93.763338271109,93.36664239624395,93.55494740013556,93.50975419920158,93.68801626955235,93.38923899671093,93.78844560496121,93.73069873710112,93.48715759873457,93.45200733134148
Mustache,89.08835270782595,91.52376409149113,92.91722112028923,92.79670591779859,92.76155565040548,93.10050465741043,93.2235305932863,93.33400286223606,93.44447513118584,93.65286600215923,93.04275778955031,93.3264706620804,93.62022646815134,93.3490672625474,93.83363880589519,92.94232845414145,93.50724346581636,93.3390243290065,93.672951869241,93.60516206784,93.31893846192473,93.79597780511688,93.26872379422028,93.69052700293757,93.65286600215923,93.67797333601143,93.90645007406664,94.11484094504006,93.83112807250997,93.85874613974742,94.28306008184992,93.93406814130407,93.66793040247057,93.36915312962915,94.48391875266763,94.36591428356225,94.17007707951493,94.07466921087651,94.29561374877602,94.37595721710312,94.08973361118782,94.33327474955436,93.97423987546763,94.386000150644,94.0194330764016,94.43621481834845,94.12739461196615,94.1675663461297,94.1801200130558,94.42617188480757,94.10730874488438,94.25293128122722,94.37093575033268,94.27301714830902,94.52157975344599,94.85299656029528,94.7651208918125,94.47136508574154,94.06211554395037,94.33076401616913
Narrow_Eyes,81.79216149037134,81.4431695498255,82.42737703683245,80.94353360616634,82.14617489768763,80.55939139822742,81.1795425443772,82.22902909939994,81.41053001581761,81.89510155916544,82.7537723769113,80.9134048055437,82.71108990936254,81.34525094780186,82.66087524165809,82.22149689924427,82.8215621783123,82.38971603605412,82.97220618142559,81.64904968741371,81.86999422531322,82.88181977955759,82.40980190313591,82.08089582967185,82.86926611263151,82.37716236912802,82.29179743403049,84.19744407341383,83.90368826734289,82.81905144492707,83.84594139948278,82.3395013683497,81.9151874262472,83.71036179668081,84.34808807652716,83.47435285846996,83.86100579979411,83.52707825955962,83.22327951994778,85.0661578247006,84.50124281302568,84.97577142283261,83.38396645660197,84.10203620477542,84.1246328052424,84.57405408119713,84.60920434859023,84.71465515076954,83.51201385924828,85.77920610610359,84.67699414999122,85.78673830625925,86.22862738205829,84.74729468477744,85.47038589972131,86.28386351653316,86.07547264555977,85.72648070501393,85.274548695674,85.55072936804841
No_Beard,83.75806573100003,90.60734640588517,93.8210851389691,93.45953953149716,93.46456099826759,93.8788320068292,94.44876848527454,94.42115041803713,94.82035702628738,94.9961083632529,94.21527028044892,94.80529262597605,95.2245851013081,94.62200908885485,95.45557257274851,94.28306008184992,94.77265309196815,94.9157648949258,94.94338296216324,94.87057169399182,94.92831856185192,94.95844736247456,94.59188028823222,94.83039995982828,94.92078636169626,95.02372643049034,95.40535790504408,95.19194556730021,95.23964950161944,94.95844736247456,95.54344824123127,95.2245851013081,94.5818373546913,94.11484094504006,95.92507971578495,95.55098044138693,95.26475683547164,95.10406989881744,95.29237490270908,95.7066459112707,95.26726756885687,95.44552963920759,95.1141128323583,95.50829797383815,94.82537849305784,95.46561550628937,95.15177383313666,95.30743930302042,95.14173089959576,95.6162595094027,94.91827562831104,94.52911195360164,95.38276130457709,94.7776745587386,95.35012177056922,95.64136684325493,95.61877024278792,95.41037937181451,95.32501443671696,95.49323357352682
Oval_Face,69.58246503803761,69.73310904115094,70.3281528534485,70.59680132566724,70.5239900574958,71.20942027166136,71.16924853749782,70.88302493158251,71.21946320520225,71.55590147882197,71.73667428255794,71.62871274699341,72.06055888925155,71.6161590800673,71.97017248738356,72.01285495493235,72.05804815586633,72.2513746265284,71.76178161641016,72.2262672926762,72.57023776645158,72.43967963042004,72.40704009641216,72.26141756006929,72.33925029501117,72.72841396972055,72.39197569610083,72.74347837003187,72.9744658414723,73.23056064676491,73.03221270933241,73.01463757563585,73.44146225112354,73.7804112581285,73.55946672022898,73.50674131913931,73.71513219011274,73.92101232770092,73.6423209219413,73.98378066233147,74.09676366466645,74.09174219789601,74.32272966933641,74.19217153330487,74.51856687338372,74.33779406964773,74.28506866855808,74.61146400863694,74.6189962087926,74.36541213688518,74.89266614778177,74.85249441361822,74.65414647618569,74.83240854653644,74.40558387104873,74.81483341283989,74.13191393205956,74.60895327525171,74.80730121268422,75.04331015089508
Pale_Skin,88.03886615280324,88.92766577117176,89.26159331140627,89.56288131763289,89.11848150844862,89.44487684852746,89.71854678751663,88.35019709257074,90.13532852946345,90.70275427452358,90.9914886138241,89.60556378518166,90.22320419794623,90.04243139421024,91.16975068417484,91.13711115016694,90.92620954580832,91.79492329709507,91.18230435110095,90.81824801024379,91.30281955359159,92.7540234502498,93.58256546737302,92.68623364884884,92.94986065429713,93.38923899671093,93.45200733134148,93.695548469708,93.5348615330538,93.07790805694344,93.48966833211979,94.04956187702429,93.77589193803509,94.06713701072084,94.23786688091593,93.763338271109,94.18514147982626,94.07466921087651,94.3282532827839,94.84044289336916,95.09653769866179,93.85874613974742,94.53413342037209,94.03951894348342,94.40859675111099,94.3031459489317,94.1449697456627,94.7902282256647,94.57932662130608,94.8906575610736,94.51153681990507,94.44123628511886,95.34007883702829,95.00866203017901,94.14748047904793,94.80278189259084,94.94087222877802,94.65967008963318,95.04381229757212,95.0613874312687
Pointy_Nose,68.8568630897085,70.07959024831153,70.76250972909187,70.36581385422681,70.44615732255392,70.77506339601797,70.97592206683572,70.639483793216,71.04873333500716,70.94077179944263,71.41278967586432,71.32491400738155,71.64879861407519,71.6161590800673,72.03294082201411,71.93000075322001,71.81952848427025,72.09821989002988,72.13839162419345,72.1007306234151,72.4597654975018,72.19613849205355,72.49993723166537,72.35682542870771,72.46478696427226,72.81126817143287,72.4698084310427,72.64304903462302,72.92425117376786,72.65560270154913,72.7936930377363,72.94935850762008,72.97697657485752,72.73343543649098,72.72590323633533,72.76105350372843,73.02970197594719,72.74598910341709,72.96944437470184,73.09498104396296,72.97948730824272,73.30337191493635,73.33350071555901,73.29332898139545,72.92676190715308,73.41635491727133,73.20545331291271,73.16779231213437,73.58959552085166,73.67998192271962,73.23809284692058,73.43141931758268,73.6774711893344,73.09749177734818,73.5494237866881,73.43141931758268,73.23809284692058,73.31341484847724,73.37869391649299,73.85573325968515
Receding_Hairline,85.53566496773708,87.78026061412537,88.26734289085842,88.69667829973135,88.89502623716386,89.0130307062693,88.78706470159933,89.06575610735895,89.69092872027917,89.72105752090185,89.49760224961712,89.44236611514224,90.0223455271285,89.80893318938463,90.55713173818071,90.11273192899642,90.56717467172163,90.16545733008611,90.58726053880336,90.46423460292752,89.89931959125259,90.95633834643101,90.64249667327827,90.75045820884279,90.73539380853147,90.50942780386153,90.39142333475607,90.94378467950487,91.08940721584774,90.78560847623592,91.4635064902458,90.4868312033945,90.90361294534134,90.86093047779256,90.9186773456527,91.53882849180245,91.21243315172363,91.45597429009014,91.46099575686058,91.48610309071279,91.59155389289214,91.61163975997387,91.35554495468126,91.79994476386551,91.95561023374927,91.74470862939064,91.5162318913355,91.58402169273643,91.02412814783199,91.83509503125865,91.57146802581032,91.91543849958572,92.0635717693138,91.81500916417687,92.02340003515027,92.29706997413945,91.92548143312662,91.89284189911874,92.01084636822416,91.77734816339851
Rosy_Cheeks,88.44560496120917,89.52019885008411,90.31861206658465,90.27341886565064,90.65505034020435,90.39142333475607,90.71781867483492,90.49938487032064,90.97642421351276,91.20992241833841,91.29277662005072,91.62168269351477,91.56644655903987,91.13208968339652,91.84513796479952,91.9782068342163,91.48861382409801,92.31966657460644,92.0033141680685,91.8426272314143,91.89535263250394,92.37490270908131,92.314645107836,91.96565316729016,92.08114690301036,92.01084636822416,92.69376584900448,92.83436691857693,92.63099751437395,92.7640663837907,92.28200557382813,92.47784277787542,92.71134098270106,92.5205252454242,92.54814331266162,92.61844384744785,92.22928017273846,93.01513972231287,92.63350824775915,93.005096788772,92.6159331140626,92.93730698737103,92.28200557382813,93.17833739235229,93.07790805694344,93.3490672625474,92.9121996535188,92.6837229154636,92.0861683697808,92.78164151748726,92.91722112028923,93.08292952371387,92.95488212106756,93.13816565818877,92.80172738456905,93.20846619297495,92.89462451982223,93.2109769263602,93.12310125787742,93.02267192246856
Sideburns,88.2999824248663,92.87704938612568,94.30565668231691,94.28054934846467,94.3156996158578,94.50400461974941,94.85801802706571,94.87308242737706,95.10155916543222,95.2019885008411,94.97853322955635,95.12917723266966,95.34258957041351,95.189434833915,95.33505737025786,94.85299656029528,95.26726756885687,95.19445630068545,95.27228903562731,95.2747997690125,95.24467096838987,95.3174822365613,95.01117276356425,95.26726756885687,95.24467096838987,95.46812623967459,95.47063697305984,95.49574430691204,95.39029350473274,95.5710663084687,95.70162444450024,95.42795450551105,95.21956363453764,94.9935976298677,95.80456451329434,95.68656004418892,95.55098044138693,95.3174822365613,95.66647417710712,95.72171031158202,95.41540083858494,95.5811092420096,95.41289010519972,95.61123804263224,95.28986416932386,95.62881317632879,95.2747997690125,95.54344824123127,95.41037937181451,95.65392051018101,95.23964950161944,95.30995003640564,95.49825504029728,95.41289010519972,95.53340530769036,95.80456451329434,95.73426397850812,95.58613070878005,95.51583017399382,95.64136684325493
Smiling,87.14253433427905,88.4707122950614,90.03238846066938,90.28848326596201,90.22822566471666,91.10196088277384,91.2450726857315,91.42082402269705,91.80998769740641,92.12885083732958,92.05352883577291,91.79492329709507,92.201662105501,92.41507444324488,92.20668357227146,92.32970950814732,92.5682291797434,92.04599663561726,92.11629717040348,92.31966657460644,92.28200557382813,92.46026764417887,92.47784277787542,92.6159331140626,92.61844384744785,92.20417283888624,92.63350824775915,92.42511737678578,92.57576137989906,91.67440809460443,92.57325064651384,92.60086871375128,92.38745637600745,92.56571844635819,92.58329358005471,92.56320771297294,92.29455924075424,92.35732757538477,92.74900198347936,92.65610484822616,92.48788571141633,92.46779984433455,92.78164151748726,92.11378643701825,92.54814331266162,92.34477390845865,92.6385297145296,92.35481684199956,92.65610484822616,92.46779984433455,92.1891084385749,92.5807828466695,92.51299304526852,92.4652891109493,92.62848678098871,91.9907605011424,92.5381003791207,92.80172738456905,92.25438750659069,92.34477390845865
Straight_Hair,73.08493811042206,76.00241030404982,77.16739059479274,78.13904441487358,78.8420497627357,79.28644957191996,79.78357478219387,80.21291019106681,80.19031359059981,80.49160159682644,80.59956313239097,80.53930553114564,80.96613020663335,81.21971427854076,81.39044414873585,81.59130281955359,80.90587260538805,81.24482161239298,81.154435210525,81.99804162795952,81.94029476009942,81.44065881644028,81.90765522609153,82.03821336212306,81.87501569208365,81.5134700846117,81.67164628788069,81.89510155916544,81.77458635667479,81.97795576087775,82.23153983278516,82.37716236912802,82.29179743403049,82.40729116975069,82.490145371463,82.18383589846594,82.26920083356347,82.41482336990634,82.35205503527581,82.16375003138417,82.19136809862161,82.46252730422556,82.47508097115167,81.67164628788069,82.22902909939994,82.31188330111227,82.56546737301966,82.19136809862161,82.56797810640488,82.0181274950413,82.53784930578222,82.56295663963444,82.20643249893294,82.76130457706697,81.98799869441864,82.80900851138618,82.47508097115167,81.75952195636344,82.85169097893494,82.72866504305908
Wavy_Hair,71.83208215119636,78.17419468226669,81.20716061161465,82.50772050515955,83.4567777247734,83.81832333224534,84.29285194205228,84.34557734314194,84.54392528057446,84.80002008586708,85.03100755730748,84.98832508975872,85.10632955886416,84.93811042205428,85.14147982625725,85.14650129302771,85.15403349318335,85.32978483014888,85.29212382937055,85.27203796228878,85.26450576213313,85.48545030003264,85.30969896306709,85.43272489894298,85.47038589972131,85.3674458309272,85.43272489894298,85.3900424313942,85.39757463154987,85.41766049863166,85.4678751663361,85.28459162921489,85.47038589972131,85.39506389816465,85.49800396695875,85.46536443295086,85.42017123201688,85.63107283637551,85.5607723015893,85.44276783248387,85.59090110221196,85.50302543372919,85.55072936804841,85.59592256898242,85.74907730548092,85.49800396695875,85.49047176680307,85.42268196540209,85.02849682392227,85.4352356323282,85.32727409676366,85.35489216400109,85.47540736649175,84.8376810866454,85.38753169800898,85.28208089582967,85.24693062843656,85.48293956664743,85.16407642672425,85.32727409676366
Wearing_Earrings,78.3951392201662,79.16091290265886,80.26814632554171,80.92093700569936,81.94531622686986,82.51274197193001,83.10276431745713,83.93883853473598,84.63682241582768,84.92304602174295,85.49549323357353,85.77167390594792,86.13321951341987,86.27633131637751,86.61276958999723,86.92912199653519,87.04712646564062,87.29066760400713,87.4262472068091,87.7953250144367,87.34590373848202,88.15184915513822,88.13176328805645,88.39790102688995,88.79459690175501,88.15435988852344,88.90255843731954,89.07328830751463,89.13103517537472,89.3921514474378,89.3344045795777,89.14358884230083,89.32185091265158,89.2641040447915,89.76625072183585,89.91940545833437,89.48002711592056,90.02736699389892,89.83404052323685,90.03992066082502,89.9997489266615,90.01732406035805,89.86165859047428,90.2006075974792,90.25082226518366,90.34120866705165,90.27341886565064,90.12528559592256,89.56288131763289,90.21567199779057,89.71854678751663,90.3361872002812,90.36631600090385,90.07256019483292,90.2131612644053,90.47929900323885,90.28346179919156,90.54206733786941,90.49185267016495,90.33116573351076
Wearing_Hat,87.79783574782194,88.79710763514022,91.61415049335909,93.52984006628336,95.3174822365613,96.7109392653594,97.26581134349344,97.79306535439001,97.97383815812599,98.09435336061665,98.21989002987772,98.35044816590927,98.45589896808858,98.54628536995656,98.61156443797232,98.573903437194,98.63416103843932,98.7119937733812,98.70697230661078,98.69190790629943,98.6893971729142,98.76722990785608,98.73710110723343,98.74965477415955,98.7446333073891,98.76220844108565,98.76722990785608,98.75467624092998,98.71701524015164,98.77727284139698,98.81995530894574,98.78229430816742,98.84004117602751,98.80489090863442,98.85259484295362,98.8249767757162,98.84004117602751,98.83501970925707,98.84255190941273,98.81744457556051,98.89025584373195,98.8149338421753,98.81242310879007,98.74212257400387,98.88774511034671,98.88272364357628,98.86514850987972,98.85259484295362,98.82999824248662,98.8500841095684,98.8726807100354,98.92791684451029,98.88021291019106,98.85259484295362,98.85761630972408,98.86765924326497,98.91536317758415,98.88021291019106,98.87016997665016,98.90280951065806
Wearing_Lipstick,92.32970950814732,92.52303597880942,92.89211378643702,93.00258605538677,93.1431871249592,93.050289989706,93.21599839313065,93.1431871249592,93.26119159406464,93.3490672625474,93.10552612418087,93.02518265585377,93.1883803258932,93.2787667277612,93.28378819453164,93.17080519219664,93.36162092947349,93.34153506239171,93.46958246503806,93.02016118908331,93.41183559717794,93.20595545958977,93.34404579577696,93.3490672625474,93.40932486379272,93.23859499359764,93.13314419141831,93.20595545958977,93.20846619297495,92.92224258705969,93.38170679655529,93.5449044665947,93.20344472620451,93.3390243290065,93.13314419141831,93.47460393180849,93.45451806472671,93.40179266363705,93.28127746114642,93.22101985990109,93.46707173165281,93.37668532978485,93.40932486379272,93.1883803258932,93.43694293103016,92.95237138768236,93.3490672625474,93.34153506239171,93.42689999748929,93.46456099826759,93.44698586457106,93.49971126566071,93.46707173165281,93.47711466519371,93.40681413040751,93.3741745963996,93.38672826332571,93.31893846192473,93.47460393180849,93.19591252604886
Wearing_Necklace,80.79540033643828,80.73765346857817,81.0163448743378,80.02711592056039,80.81548620352005,79.92166511838109,80.11499158904316,80.24303899168947,81.20213914484421,80.46147279620376,81.05400587511613,81.19460694468854,81.68168922142158,80.02460518717517,82.11102463029451,80.95608727309245,80.50164453036732,80.97617314017424,81.49840568430038,80.6949710010294,80.86067940445405,82.10098169675362,82.62321424087976,80.26814632554171,81.57623841924227,81.09166687589445,81.75450048959301,81.79969369052702,82.08842802982751,81.57874915262748,81.15945667729544,80.76527153581561,80.71254613472595,81.27997187978609,81.72437168897035,82.39975896959501,80.15265258982149,81.74445755605213,82.0758743629014,82.20643249893294,81.82480102437924,81.57372768585705,81.912676692862,82.66338597504331,80.92093700569936,82.75126164352608,82.74624017675563,82.02565969519695,81.40801928243239,81.7193502221999,80.67990660071806,82.52529563885611,83.0199101157448,81.88756935900976,82.02063822842652,83.7655979311557,84.00160686936655,82.88684124632805,81.87752642546889,81.56368475231616
Wearing_Necktie,86.96678299731352,88.2547892239323,89.95455572572749,90.4843204700093,90.83331241055514,91.35303422129604,92.03344296869116,92.26191970674635,92.76155565040548,92.76908785056116,93.40932486379272,93.64784453538877,93.89389640714052,94.10228727811392,94.12739461196615,94.30816741570213,93.86627833990309,93.97926134223806,94.59690175500263,94.66971302317408,94.47136508574154,94.78018529212385,94.58685882146177,94.85299656029528,94.77265309196815,94.96346882924502,94.73499209118984,95.24718170177508,94.95342589570411,95.0915162318913,95.39029350473274,95.03376936403124,94.9383614953928,94.95091516231889,95.10155916543222,95.4329759722815,95.33756810364308,95.42042230535542,95.18692410052977,95.38527203796231,95.47816917321549,95.52336237414947,95.17185970021843,95.61877024278792,95.41037937181451,95.39280423811796,95.36267543749528,95.53842677446082,95.36267543749528,95.70162444450024,95.45306183936329,95.52838384091991,95.78447864621256,95.49574430691204,95.48319063998592,95.84222551407268,95.69158151095935,95.69911371111502,95.22709583469332,95.59617364232092
Young,74.69180747696402,81.36784754826886,83.58733586080494,84.73976248462176,85.50553616711441,85.63358356976073,85.53315423435184,86.0202365110849,87.29568907077757,86.40940018579425,86.6755379246278,86.61025885661202,87.22538853599136,86.92410052976473,87.31326420447412,86.67051645785735,87.32581787140025,86.7609028597253,88.16189208867911,86.5625549222928,86.36169625147505,87.78026061412537,86.86886439528986,87.1500665344347,87.51412287529187,87.1375128675086,87.63463807778254,88.149338421753,87.53671947575887,87.82545381505938,88.79459690175501,86.8387355946672,86.61025885661202,86.78349946019232,87.57186974315199,88.65399583218256,87.43377940696476,87.83549674860028,87.26556027015492,88.02631248587713,88.16942428883476,87.90077581661603,86.9743151974692,88.21461748976877,88.45815862813528,88.0463983529589,87.73255667980618,87.63212734439729,87.30071053754801,88.68412463280524,88.0338446860328,88.42049762735695,88.74187150066534,88.31002535840719,88.78204323482889,88.85736523638556,88.62888849833038,88.61884556478948,87.17517386828693,86.96678299731352
